ColumnName,Value,Units,UnitsType,Notes,Expression
GADimensionF,76.35,mm,length,,Exp13 AND Exp6 AND Exp49
GADimensionF,80.92,mm,length,,Exp14 AND Exp6 AND Exp49
GADimensionF,86.92,mm,length,,Exp15 AND Exp6 AND Exp49
GADimensionF,90.92,mm,length,,Exp16 AND Exp6 AND Exp49
GADimensionF,93.92,mm,length,,Exp17 AND Exp6 AND Exp49
GADimensionF,109.92,mm,length,,Exp18 AND Exp6 AND Exp49
GADimensionF,121.92,mm,length,,Exp19 AND Exp6 AND Exp49
GADimensionF,124.92,mm,length,,Exp20 AND Exp6 AND Exp49
GADimensionF,140.92,mm,length,,Exp21 AND Exp6 AND Exp49
GADimensionF,159.92,mm,length,,Exp22 AND Exp6 AND Exp49
GADimensionF,163.92,mm,length,,Exp23 AND Exp6 AND Exp49
GADimensionF,172.92,mm,length,,Exp24 AND Exp6 AND Exp49
GADimensionF,185.92,mm,length,,Exp25 AND Exp6 AND Exp49
GADimensionF,191.92,mm,length,,Exp26 AND Exp6 AND Exp49
GADimensionF,199.53,mm,length,,Exp27 AND Exp6 AND Exp49
GADimensionF,214.13,mm,length,,Exp29 AND Exp6 AND Exp49
GADimensionF,79.35,mm,length,,Exp11 AND Exp7 AND Exp49
GADimensionF,89.35,mm,length,,Exp13 AND Exp7 AND Exp49
GADimensionF,109.92,mm,length,,Exp14 AND Exp7 AND Exp49
GADimensionF,112.92,mm,length,,Exp15 AND Exp7 AND Exp49
GADimensionF,109.92,mm,length,,Exp16 AND Exp7 AND Exp49
GADimensionF,121.92,mm,length,,Exp18 AND Exp7 AND Exp49
GADimensionF,134.92,mm,length,,Exp19 AND Exp7 AND Exp49
GADimensionF,147.92,mm,length,,Exp20 AND Exp7 AND Exp49
GADimensionF,169.92,mm,length,,Exp21 AND Exp7 AND Exp49
GADimensionF,191.92,mm,length,,Exp22 AND Exp7 AND Exp49
GADimensionF,207.92,mm,length,,Exp23 AND Exp7 AND Exp49
GADimensionF,224.13,mm,length,,Exp24 AND Exp7 AND Exp49
GADimensionF,227.13,mm,length,,Exp25 AND Exp7 AND Exp49
GADimensionF,241.7,mm,length,,Exp26 AND Exp7 AND Exp49
GADimensionF,260.7,mm,length,,Exp27 AND Exp7 AND Exp49
GADimensionF,307.88,mm,length,,Exp29 AND Exp7 AND Exp49
GADimensionF,79.35,mm,length,,Exp11 AND Exp8 AND Exp49
GADimensionF,89.35,mm,length,,Exp13 AND Exp8 AND Exp49
GADimensionF,109.92,mm,length,,Exp14 AND Exp8 AND Exp49
GADimensionF,112.92,mm,length,,Exp15 AND Exp8 AND Exp49
GADimensionF,124.92,mm,length,,Exp16 AND Exp8 AND Exp49
GADimensionF,131.92,mm,length,,Exp18 AND Exp8 AND Exp49
GADimensionF,163.92,mm,length,,Exp19 AND Exp8 AND Exp49
GADimensionF,180.53,mm,length,,Exp20 AND Exp8 AND Exp49
GADimensionF,224.13,mm,length,,Exp21 AND Exp8 AND Exp49
GADimensionF,265.13,mm,length,,Exp22 AND Exp8 AND Exp49
GADimensionF,297.27,mm,length,,Exp23 AND Exp8 AND Exp49
GADimensionF,313.88,mm,length,,Exp24 AND Exp8 AND Exp49
GADimensionF,328.48,mm,length,,Exp25 AND Exp8 AND Exp49
GADimensionF,344.48,mm,length,,Exp26 AND Exp8 AND Exp49
GADimensionF,373.48,mm,length,,Exp27 AND Exp8 AND Exp49
GADimensionF,426.62,mm,length,,Exp29 AND Exp8 AND Exp49
GADimensionF,95.35,mm,length,,Exp11 AND Exp9 AND Exp49
GADimensionF,118.92,mm,length,,Exp13 AND Exp9 AND Exp49
GADimensionF,134.92,mm,length,,Exp14 AND Exp9 AND Exp49
GADimensionF,152.53,mm,length,,Exp15 AND Exp9 AND Exp49
GADimensionF,177.53,mm,length,,Exp16 AND Exp9 AND Exp49
GADimensionF,201.13,mm,length,,Exp18 AND Exp9 AND Exp49
GADimensionF,241.7,mm,length,,Exp19 AND Exp9 AND Exp49
GADimensionF,285.7,mm,length,,Exp20 AND Exp9 AND Exp49
GADimensionF,332.27,mm,length,,Exp21 AND Exp9 AND Exp49
GADimensionF,436.48,mm,length,,Exp22 AND Exp9 AND Exp49
GADimensionF,481.48,mm,length,,Exp23 AND Exp9 AND Exp49
GADimensionF,56,mm,length,,Exp11 AND Exp4 AND Exp36
GADimensionF,62,mm,length,,Exp13 AND Exp4 AND Exp36
GADimensionF,64,mm,length,,Exp14 AND Exp4 AND Exp36
GADimensionF,70,mm,length,,Exp15 AND Exp4 AND Exp36
GADimensionF,70,mm,length,,Exp16 AND Exp4 AND Exp36
GADimensionF,72,mm,length,,Exp17 AND Exp4 AND Exp36
GADimensionF,77,mm,length,,Exp18 AND Exp4 AND Exp36
GADimensionF,89,mm,length,,Exp19 AND Exp4 AND Exp36
GADimensionF,89,mm,length,,Exp20 AND Exp4 AND Exp36
GADimensionF,102,mm,length,,Exp21 AND Exp4 AND Exp36
GADimensionF,102,mm,length,,Exp22 AND Exp4 AND Exp36
GADimensionF,115,mm,length,,Exp23 AND Exp4 AND Exp36
GADimensionF,127,mm,length,,Exp24 AND Exp4 AND Exp36
GADimensionF,127,mm,length,,Exp25 AND Exp4 AND Exp36
GADimensionF,140,mm,length,,Exp26 AND Exp4 AND Exp36
GADimensionF,145,mm,length,,Exp27 AND Exp4 AND Exp36
GADimensionF,153,mm,length,,Exp29 AND Exp4 AND Exp36
GADimensionF,62,mm,length,,Exp11 AND Exp5 AND Exp36
GADimensionF,69,mm,length,,Exp13 AND Exp5 AND Exp36
GADimensionF,70,mm,length,,Exp14 AND Exp5 AND Exp36
GADimensionF,77,mm,length,,Exp15 AND Exp5 AND Exp36
GADimensionF,80,mm,length,,Exp16 AND Exp5 AND Exp36
GADimensionF,81,mm,length,,Exp17 AND Exp5 AND Exp36
GADimensionF,86,mm,length,,Exp18 AND Exp5 AND Exp36
GADimensionF,99,mm,length,,Exp19 AND Exp5 AND Exp36
GADimensionF,99,mm,length,,Exp20 AND Exp5 AND Exp36
GADimensionF,112,mm,length,,Exp21 AND Exp5 AND Exp36
GADimensionF,118,mm,length,,Exp22 AND Exp5 AND Exp36
GADimensionF,131,mm,length,,Exp23 AND Exp5 AND Exp36
GADimensionF,143,mm,length,,Exp24 AND Exp5 AND Exp36
GADimensionF,146,mm,length,,Exp25 AND Exp5 AND Exp36
GADimensionF,159,mm,length,,Exp26 AND Exp5 AND Exp36
GADimensionF,162,mm,length,,Exp27 AND Exp5 AND Exp36
GADimensionF,169,mm,length,,Exp29 AND Exp5 AND Exp36
GADimensionF,69,mm,length,,Exp11 AND Exp6 AND Exp36
GADimensionF,77,mm,length,,Exp13 AND Exp6 AND Exp36
GADimensionF,80,mm,length,,Exp14 AND Exp6 AND Exp36
GADimensionF,86,mm,length,,Exp15 AND Exp6 AND Exp36
GADimensionF,90,mm,length,,Exp16 AND Exp6 AND Exp36
GADimensionF,93,mm,length,,Exp17 AND Exp6 AND Exp36
GADimensionF,109,mm,length,,Exp18 AND Exp6 AND Exp36
GADimensionF,121,mm,length,,Exp19 AND Exp6 AND Exp36
GADimensionF,124,mm,length,,Exp20 AND Exp6 AND Exp36
GADimensionF,140,mm,length,,Exp21 AND Exp6 AND Exp36
GADimensionF,159,mm,length,,Exp22 AND Exp6 AND Exp36
GADimensionF,163,mm,length,,Exp23 AND Exp6 AND Exp36
GADimensionF,172,mm,length,,Exp24 AND Exp6 AND Exp36
GADimensionF,185,mm,length,,Exp25 AND Exp6 AND Exp36
GADimensionF,191,mm,length,,Exp26 AND Exp6 AND Exp36
GADimensionF,197,mm,length,,Exp27 AND Exp6 AND Exp36
GADimensionF,210,mm,length,,Exp29 AND Exp6 AND Exp36
GADimensionF,80,mm,length,,Exp11 AND Exp7 AND Exp36
GADimensionF,90,mm,length,,Exp13 AND Exp7 AND Exp36
GADimensionF,109,mm,length,,Exp14 AND Exp7 AND Exp36
GADimensionF,112,mm,length,,Exp15 AND Exp7 AND Exp36
GADimensionF,109,mm,length,,Exp16 AND Exp7 AND Exp36
GADimensionF,121,mm,length,,Exp18 AND Exp7 AND Exp36
GADimensionF,134,mm,length,,Exp19 AND Exp7 AND Exp36
GADimensionF,147,mm,length,,Exp20 AND Exp7 AND Exp36
GADimensionF,169,mm,length,,Exp21 AND Exp7 AND Exp36
GADimensionF,191,mm,length,,Exp22 AND Exp7 AND Exp36
GADimensionF,207,mm,length,,Exp23 AND Exp7 AND Exp36
GADimensionF,220,mm,length,,Exp24 AND Exp7 AND Exp36
GADimensionF,223,mm,length,,Exp25 AND Exp7 AND Exp36
GADimensionF,236,mm,length,,Exp26 AND Exp7 AND Exp36
GADimensionF,255,mm,length,,Exp27 AND Exp7 AND Exp36
GADimensionF,299,mm,length,,Exp29 AND Exp7 AND Exp36
GADimensionF,80,mm,length,,Exp11 AND Exp8 AND Exp36
GADimensionF,90,mm,length,,Exp13 AND Exp8 AND Exp36
GADimensionF,109,mm,length,,Exp14 AND Exp8 AND Exp36
GADimensionF,112,mm,length,,Exp15 AND Exp8 AND Exp36
GADimensionF,124,mm,length,,Exp16 AND Exp8 AND Exp36
GADimensionF,131,mm,length,,Exp18 AND Exp8 AND Exp36
GADimensionF,163,mm,length,,Exp19 AND Exp8 AND Exp36
GADimensionF,178,mm,length,,Exp20 AND Exp8 AND Exp36
GADimensionF,220,mm,length,,Exp21 AND Exp8 AND Exp36
GADimensionF,261,mm,length,,Exp22 AND Exp8 AND Exp36
GADimensionF,290,mm,length,,Exp23 AND Exp8 AND Exp36
GADimensionF,305,mm,length,,Exp24 AND Exp8 AND Exp36
GADimensionF,318,mm,length,,Exp25 AND Exp8 AND Exp36
GADimensionF,334,mm,length,,Exp26 AND Exp8 AND Exp36
GADimensionF,363,mm,length,,Exp27 AND Exp8 AND Exp36
GADimensionF,413,mm,length,,Exp29 AND Exp8 AND Exp36
GADimensionF,96,mm,length,,Exp11 AND Exp9 AND Exp36
GADimensionF,118,mm,length,,Exp13 AND Exp9 AND Exp36
GADimensionF,134,mm,length,,Exp14 AND Exp9 AND Exp36
GADimensionF,150,mm,length,,Exp15 AND Exp9 AND Exp36
GADimensionF,175,mm,length,,Exp16 AND Exp9 AND Exp36
GADimensionF,197,mm,length,,Exp18 AND Exp9 AND Exp36
GADimensionF,236,mm,length,,Exp19 AND Exp9 AND Exp36
GADimensionF,280,mm,length,,Exp20 AND Exp9 AND Exp36
GADimensionF,325,mm,length,,Exp21 AND Exp9 AND Exp36
GADimensionF,426,mm,length,,Exp22 AND Exp9 AND Exp36
GADimensionF,471,mm,length,,Exp23 AND Exp9 AND Exp36
GADimensionTF,64,mm,length,,Exp41 AND Exp4 AND Exp36
GADimensionTF,70,mm,length,,Exp41 AND Exp5 AND Exp36
GADimensionTF,80,mm,length,,Exp41 AND Exp6 AND Exp36
GADimensionTF,109,mm,length,,Exp41 AND Exp7 AND Exp36
GADimensionTF,109,mm,length,,Exp41 AND Exp8 AND Exp36
GADimensionTF,134,mm,length,,Exp41 AND Exp9 AND Exp36
GADimensionTF,70,mm,length,,Exp42 AND Exp4 AND Exp36
GADimensionTF,80,mm,length,,Exp42 AND Exp5 AND Exp36
GADimensionTF,90,mm,length,,Exp42 AND Exp6 AND Exp36
GADimensionTF,109,mm,length,,Exp42 AND Exp7 AND Exp36
GADimensionTF,124,mm,length,,Exp42 AND Exp8 AND Exp36
GADimensionTF,175,mm,length,,Exp42 AND Exp9 AND Exp36
GADimensionTF,68.35,mm,length,,Exp41 AND Exp4 AND Exp49
GADimensionTF,75.92,mm,length,,Exp41 AND Exp5 AND Exp49
GADimensionTF,80.92,mm,length,,Exp41 AND Exp6 AND Exp49
GADimensionTF,109.92,mm,length,,Exp41 AND Exp7 AND Exp49
GADimensionTF,109.92,mm,length,,Exp41 AND Exp8 AND Exp49
GADimensionTF,134.92,mm,length,,Exp41 AND Exp9 AND Exp49
GADimensionTF,74.35,mm,length,,Exp42 AND Exp4 AND Exp49
GADimensionTF,85.92,mm,length,,Exp42 AND Exp5 AND Exp49
GADimensionTF,90.92,mm,length,,Exp42 AND Exp6 AND Exp49
GADimensionTF,109.92,mm,length,,Exp42 AND Exp7 AND Exp49
GADimensionTF,124.92,mm,length,,Exp42 AND Exp8 AND Exp49
GADimensionTF,177.53,mm,length,,Exp42 AND Exp9 AND Exp49
FPD470_DimTD,52.5,mm,length,,Exp1 AND Exp41 AND Exp53
FPD470_DimTD,49.2,mm,length,,Exp1 AND Exp41 AND Exp54
FPD470_DimTD,42.9,mm,length,,Exp1 AND Exp41 AND Exp55
FPD470_DimTD,38.2,mm,length,,Exp1 AND Exp41 AND Exp56
FPD470_DimTD,77.9,mm,length,,Exp1 AND Exp42 AND Exp53
FPD470_DimTD,73.7,mm,length,,Exp1 AND Exp42 AND Exp54
FPD470_DimTD,66.6,mm,length,,Exp1 AND Exp42 AND Exp55
FPD470_DimTD,58.4,mm,length,,Exp1 AND Exp42 AND Exp56
FPD470_DimE,"= CONVERT( ([FPD470_DimTD]{length,LengthOutputUnits} * 1000.0) - 1.99, 'System.Int32') / 1000.0",m,length,Should be -2mm but rounding issues mean 1.99 works better,Exp57
UniqueExpression,Exp1,,,Exp1,('[ProductCode]' IN ('FPD470_2'))
UniqueExpression,Exp2,,,Exp2,('[ProductCode]' IN ('FPD470_3'))
UniqueExpression,Exp3,,,Exp3,('[ProductCode]' IN ('FPD470_1'))
UniqueExpression,Exp4,,,Exp4,([SelectedItem]{CH/FPD/END/CONN/RAT} = 'A1')
UniqueExpression,Exp5,,,Exp5,([SelectedItem]{CH/FPD/END/CONN/RAT} = 'A3')
UniqueExpression,Exp6,,,Exp6,([SelectedItem]{CH/FPD/END/CONN/RAT} = 'A6')
UniqueExpression,Exp7,,,Exp7,([SelectedItem]{CH/FPD/END/CONN/RAT} = 'A7')
UniqueExpression,Exp8,,,Exp8,([SelectedItem]{CH/FPD/END/CONN/RAT} = 'A8')
UniqueExpression,Exp9,,,Exp9,([SelectedItem]{CH/FPD/END/CONN/RAT} = 'A9')
UniqueExpression,Exp10,,,Exp10,"([SelectedItem]{CH/FPD/END/CONN/RAT} IN ('A3','A6','A7','A8','A9'))"
UniqueExpression,Exp11,,,Exp11,([SelectedItem]{CH/FPD/LINE/SIZE} = '025')
UniqueExpression,Exp12,,,Exp12,([SelectedItem]{CH/FPD/LINE/SIZE} = '032')
UniqueExpression,Exp13,,,Exp13,([SelectedItem]{CH/FPD/LINE/SIZE} = '040')
UniqueExpression,Exp14,,,Exp14,([SelectedItem]{CH/FPD/LINE/SIZE} = '050')
UniqueExpression,Exp15,,,Exp15,([SelectedItem]{CH/FPD/LINE/SIZE} = '065')
UniqueExpression,Exp16,,,Exp16,([SelectedItem]{CH/FPD/LINE/SIZE} = '080')
UniqueExpression,Exp17,,,Exp17,([SelectedItem]{CH/FPD/LINE/SIZE} = '090')
UniqueExpression,Exp18,,,Exp18,([SelectedItem]{CH/FPD/LINE/SIZE} = '100')
UniqueExpression,Exp19,,,Exp19,([SelectedItem]{CH/FPD/LINE/SIZE} = '125')
UniqueExpression,Exp20,,,Exp20,([SelectedItem]{CH/FPD/LINE/SIZE} = '150')
UniqueExpression,Exp21,,,Exp21,([SelectedItem]{CH/FPD/LINE/SIZE} = '200')
UniqueExpression,Exp22,,,Exp22,([SelectedItem]{CH/FPD/LINE/SIZE} = '250')
UniqueExpression,Exp23,,,Exp23,([SelectedItem]{CH/FPD/LINE/SIZE} = '300')
UniqueExpression,Exp24,,,Exp24,([SelectedItem]{CH/FPD/LINE/SIZE} = '350')
UniqueExpression,Exp25,,,Exp25,([SelectedItem]{CH/FPD/LINE/SIZE} = '400')
UniqueExpression,Exp26,,,Exp26,([SelectedItem]{CH/FPD/LINE/SIZE} = '450')
UniqueExpression,Exp27,,,Exp27,([SelectedItem]{CH/FPD/LINE/SIZE} = '500')
UniqueExpression,Exp28,,,Exp28,([SelectedItem]{CH/FPD/LINE/SIZE} = '550')
UniqueExpression,Exp29,,,Exp29,([SelectedItem]{CH/FPD/LINE/SIZE} = '600')
UniqueExpression,Exp30,,,Exp30,([SelectedItem]{CH/FPD/LINE/SIZE} = '650')
UniqueExpression,Exp31,,,Exp31,([SelectedItem]{CH/FPD/LINE/SIZE} = '700')
UniqueExpression,Exp32,,,Exp32,([SelectedItem]{CH/FPD/LINE/SIZE} = '750')
UniqueExpression,Exp33,,,Exp33,([SelectedItem]{CH/FPD/LINE/SIZE} = '800')
UniqueExpression,Exp34,,,Exp34,([SelectedItem]{CH/FPD/LINE/SIZE} = '850')
UniqueExpression,Exp35,,,Exp35,([SelectedItem]{CH/FPD/LINE/SIZE} = '900')
UniqueExpression,Exp36,,,Exp36,([SelectedItem]{CH/FPD/END/CONN/TYPE} IN ('R2'))
UniqueExpression,Exp37,,,Exp37,([SelectedItem]{CH/FPD/END/CONN/TYPE} IN ('R3'))
UniqueExpression,Exp38,,,Exp38,"([SelectedItem]{CH/FPD/END/CONN/RAT} IN ('A1','A3','A6'))"
UniqueExpression,Exp39,,,Exp39,"([SelectedItem]{CH/FPD/LINE/SIZE} IN ('650','700','750','800','850','900'))"
UniqueExpression,Exp40,,,Exp40,"([SelectedItem]{CH/FPD/END/CONN/RAT} IN ('A1','A3'))"
UniqueExpression,Exp41,,,Exp41,([SelectedItem]{CH/FPD/TAPPING/SIZE} IN ('T7'))
UniqueExpression,Exp42,,,Exp42,([SelectedItem]{CH/FPD/TAPPING/SIZE} IN ('T8'))
UniqueExpression,Exp43,,,Exp43,"([SelectedItem]{CH/FPD/LINE/SIZE} IN ('100','150','200','250','300','350','400','450','500','550','600'))"
UniqueExpression,Exp44,,,Exp44,"([SelectedItem]{CH/FPD/LINE/SIZE} IN ('015','025','040','050','080','100','150','200','250','300','350','400','450','500','550','600'))"
UniqueExpression,Exp45,,,Exp45,"([SelectedItem]{CH/FPD/LINE/SIZE} IN ('025','040','050','080','100','150','200','250','300','350','400','450','500','550','600'))"
UniqueExpression,Exp46,,,Exp46,"([SelectedItem]{CH/FPD/END/CONN/RAT} IN ('A7','A8','A9'))"
UniqueExpression,Exp47,,,Exp47,"([SelectedItem]{CH/FPD/LINE/SIZE} IN ('025','040','050','080','100','150','200','250','300','350','400','450'))"
UniqueExpression,Exp48,,,Exp48,"([SelectedItem]{CH/FPD/LINE/SIZE} IN ('025','040','050','080','100','150'))"
UniqueExpression,Exp49,,,Exp49,([SelectedItem]{CH/FPD/END/CONN/TYPE} IN ('J2'))
UniqueExpression,Exp50,,,Exp50,"([SelectedItem]{CH/FPD/END/CONN/RAT} IN ('A6','A7','A8','A9'))"
UniqueExpression,Exp51,,,Exp51,"([SelectedItem]{CH/FPD/LINE/SIZE} IN ('040','050','080','100','150','200'))"
UniqueExpression,Exp52,,,Exp52,([SelectedItem]{CH/FPD/LINE/SIZE} = '015')
UniqueExpression,Exp53,,,Exp53,"([SelectedItem]{CH/FPD/PIPE/SCH} IN ('S1','S2','S3','S4','S5','S6','S7','S8','S9'))"
UniqueExpression,Exp54,,,Exp54,"([SelectedItem]{CH/FPD/PIPE/SCH} IN ('T1','T2','T3','T4'))"
UniqueExpression,Exp55,,,Exp55,"([SelectedItem]{CH/FPD/PIPE/SCH} IN ('T5','T6','T7','T8'))"
UniqueExpression,Exp56,,,Exp56,([SelectedItem]{CH/FPD/PIPE/SCH} = 'T9')
UniqueExpression,Exp57,,,Exp57,([FPD470_DimTD] IS NOT NULL)
UniqueExpression,Exp58,,,Exp58,"('[ProductCode]' IN ('FPD470_2','FPD470_3'))"
